מספר חדר,ID,קטגוריה,סוג,משפחה,קומה
לא משויך,1649178,Electrical Fixtures,Normal x2,Frame_Socket,לא
לא משויך,1649184,Electrical Fixtures,Normal x2,Frame_Socket,לא
לא משויך,1649194,Electrical Fixtures,D-18 (Conference Rooms)-M4,M4,לא
לא משויך,1655277,Lighting Fixtures,42W 4000K,סי לד 6600,לא
לא משויך,1655278,Lighting Fixtures,42W 4000K 24h,סי לד 6600,לא
לא משויך,1714281,Electrical Equipment,100mmx46mm,M_Circuit Breaker Switchboard,לא
לא משויך,1717123,Electrical Fixtures,GEN CEE_1x16A_1Ph,Socket_Cee_R19,לא
לא משויך,1717124,Electrical Fixtures,UPS CEE_1x16A_1Ph,Socket_Cee_R19,לא
לא משויך,1717127,Electrical Fixtures,GEN CEE_1x16A_1Ph,Socket_Cee_R19,לא
לא משויך,1717128,Electrical Fixtures,UPS CEE_1x16A_1Ph,Socket_Cee_R19,לא
לא משויך,1717131,Electrical Fixtures,GEN CEE_1x16A_1Ph,Socket_Cee_R19,לא
לא משויך,1717132,Electrical Fixtures,UPS CEE_1x16A_1Ph,Socket_Cee_R19,לא
לא משויך,1717135,Electrical Fixtures,GEN CEE_1x16A_1Ph,Socket_Cee_R19,לא
לא משויך,1717136,Electrical Fixtures,UPS CEE_1x16A_1Ph,Socket_Cee_R19,לא
לא משויך,1717139,Electrical Fixtures,GEN CEE_1x16A_1Ph,Socket_Cee_R19,לא
לא משויך,1717140,Electrical Fixtures,UPS CEE_1x16A_1Ph,Socket_Cee_R19,לא
לא משויך,1717143,Electrical Fixtures,GEN CEE_1x16A_1Ph,Socket_Cee_R19,לא
לא משויך,1717144,Electrical Fixtures,UPS CEE_1x16A_1Ph,Socket_Cee_R19,לא
לא משויך,1727867,Lighting Fixtures,Topaz 1200mm 24h,M_Recessed Direct-Indirect Light - Asymmetrical,לא
לא משויך,1728101,Lighting Fixtures,42W 4000K,סי לד 6600,לא
לא משויך,1728164,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,לא
לא משויך,1729039,Lighting Fixtures,Exit,EXIT Base_Ceiling_Wall_R18,לא
לא משויך,1742182,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,לא
לא משויך,1743199,Lighting Fixtures,42W 4000K,סי לד 6600,לא
לא משויך,1743200,Lighting Fixtures,42W 4000K,סי לד 6600,לא
לא משויך,1743201,Lighting Fixtures,42W 4000K,סי לד 6600,לא
