מס' חדר,ID,קטגוריה,סוג,משפחה,קומה
P2094,1743941,Lighting Fixtures,Type 1,Lighting_Ceiling-Mounted_Regent_REGENT_Echo_LED_RDL_3000K_D210,P2
P2094,1743944,Lighting Fixtures,Type 1,Lighting_Ceiling-Mounted_Regent_REGENT_Echo_LED_RDL_3000K_D210,P2
P2097,2258979,Electrical Fixtures,Normal x2,Frame_Socket,P2
P2097,2258982,Electrical Fixtures,Normal x2,Frame_Socket,P2
P2098,2258977,Electrical Fixtures,GEN x2,Frame_Socket,P2
P2098,4287152,Electrical Fixtures,GEN x2,Frame_Socket,P2
P2098,4287286,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,P2
P2098,4287287,Electrical Fixtures,TV,BOX D,P2
P2099,2259040,Electrical Fixtures,W,M_Junction Boxes - W,P2
P2100,3063301,Lighting Fixtures,42W 4000K,סי לד 6600,P2
P2100,3063336,Lighting Fixtures,42W 4000K 24h,סי לד 6600,P2
P2100,3063344,Lighting Fixtures,42W 4000K,סי לד 6600,P2
P2100,4072303,Electrical Fixtures,Normal x2,Frame_Socket,P2
