מס' חדר,ID,קטגוריה,סוג,משפחה,קומה
L6062,1858558,Electrical Equipment,400mmx250mmx600h,M_Transformer Switchboard,L6
L6062,3860310,Electrical Fixtures,1 AC GEN,Frame_Socket,L6
L6062,3860360,Electrical Fixtures,1 AC GEN,Frame_Socket,L6
L6062,3978627,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,L6
L6062,3978629,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,L6
L6062,4327484,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,L6
L6062,4327539,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,L6
L6062,4281629,Mechanical Equipment,AWV 1200,AWV 1200,L6
L6062,4281630,Mechanical Equipment,AWV 1200,AWV 1200,L6
L6064,1858554,Electrical Equipment,60x240x210,Yani_Circuit breaker_SwitchBoard,L6
L6064,4327438,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,L6
L6065,2308367,Electrical Equipment,60x240x210  GEN,Yani_Circuit breaker_SwitchBoard,L6
L6065,4327398,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,L6
L6068,3886033,Electrical Fixtures,FOR LSS UPS,Frame_Socket,L6
L6068,3886051,Electrical Fixtures,FOR LSS UPS,Frame_Socket,L6
L6073,1858605,Electrical Equipment,100mmx46mm,M_Circuit Breaker Switchboard,L6
L6073,1858606,Electrical Equipment,100mmx46mm,M_Circuit Breaker Switchboard,L6
L6073,1858635,Electrical Equipment,400mmx250mmx600h,M_Transformer Switchboard,L6
L6073,1858637,Electrical Equipment,400mmx250mmx600h,M_Transformer Switchboard,L6
L6073,3860430,Electrical Fixtures,1 AC GEN,Frame_Socket,L6
L6073,3860494,Electrical Fixtures,1 AC GEN,Frame_Socket,L6
L6073,3978623,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,L6
L6073,3978625,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,L6
L6073,4327858,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,L6
L6073,4327906,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,L6
L6073,4290491,Mechanical Equipment,AWV 1200,AWV 1200,L6
L6073,4290570,Mechanical Equipment,AWV 1200,AWV 1200,L6
L6074,1858639,Electrical Equipment,60x240x210  GEN,Yani_Circuit breaker_SwitchBoard,L6
L6074,4327837,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,L6
L6076,1858633,Electrical Equipment,60x240x210,Yani_Circuit breaker_SwitchBoard,L6
L6076,4327802,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,L6
L6085,1274277,Electrical Equipment,100x80cm,M_Transformer Switchboard,L6
L6085,1274315,Electrical Equipment,100x80cm,M_Transformer Switchboard,L6
L6085,1274328,Electrical Equipment,160x80cm,M_Transformer Switchboard,L6
L6085,1274589,Electrical Equipment,100x80cm,M_Transformer Switchboard,L6
L6085,1274591,Electrical Equipment,100x80cm,M_Transformer Switchboard,L6
L6085,1274593,Electrical Equipment,160x80cm,M_Transformer Switchboard,L6
L6085,3889469,Electrical Fixtures,W,M_Junction Boxes - W,L6
L6085,1031205,Mechanical Equipment,HP tower,Chiller_hp-404-504,L6
L6085,1031206,Mechanical Equipment,Cooling Tower,Cooling Tower_300 Tons,L6
L6085,1031209,Mechanical Equipment,Cooling Tower,Cooling Tower_300 Tons,L6
L6085,1031210,Mechanical Equipment,Cooling Tower,Cooling Tower_300 Tons,L6
L6085,1083721,Mechanical Equipment,Cooling Tower,Cooling Tower_300 Tons,L6
L6085,1708439,Mechanical Equipment,HP tower,Chiller_hp-404-504,L6
L6085,1708441,Mechanical Equipment,HP tower,Chiller_hp-404-504,L6
L6085,1777056,Mechanical Equipment,HP tower,Chiller_hp-404-504,L6
L6085,9491778,Mechanical Equipment,Electrical cabinet,Electrical cabinet,L6
L6085,9491806,Mechanical Equipment,Electrical cabinet,Electrical cabinet,L6
L6085,9491837,Mechanical Equipment,Electrical cabinet,Electrical cabinet,L6
L6085,10090862,Mechanical Equipment,766х766,M_Mechanical Equipment_Inert Base,L6
L6085,10090865,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090868,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090869,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090870,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090874,Mechanical Equipment,766х766,M_Mechanical Equipment_Inert Base,L6
L6085,10090875,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090876,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090877,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090878,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090879,Mechanical Equipment,766х766,M_Mechanical Equipment_Inert Base,L6
L6085,10090880,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090881,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090882,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090883,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090884,Mechanical Equipment,766х766,M_Mechanical Equipment_Inert Base,L6
L6085,10090885,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090886,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090887,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,10090888,Mechanical Equipment,830х40,M_Mechanical Equipment_Inert Base,L6
L6085,11649100,Mechanical Equipment,Fan 122 CLII,Fan-Stand_Alone-Twin_City_Fan_,L6
L6085,11649104,Mechanical Equipment,80x110,M_Mechanical Equipment_Inert Base,L6
L6086,3858217,Electrical Fixtures,W,M_Junction Boxes - W,L6
L6086,3858272,Electrical Fixtures,W,M_Junction Boxes - W,L6
L6086,3858401,Electrical Fixtures,W,M_Junction Boxes - W,L6
L6086,3858414,Electrical Fixtures,W,M_Junction Boxes - W,L6
L6088,3858758,Electrical Fixtures,Normal x2,Frame_Socket,L6
L6107,1858588,Electrical Equipment,400mmx250mmx600h,M_Transformer Switchboard,L6
L6107,1858589,Electrical Equipment,400mmx250mmx600h,M_Transformer Switchboard,L6
