מס' חדר,ID,קטגוריה,סוג,משפחה,קומה
L4044,2224565,Mechanical Equipment,AWSQ 450,AWSQ 450(right),L4
L4045,1610573,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,L4
L4045,1610574,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,L4
L4046,3885812,Electrical Fixtures,W,M_Junction Boxes - W,L4
L4046,3963940,Lighting Fixtures,42W 4000K,סי לד 6600,L4
L4046,2224659,Mechanical Equipment,AW 450,AW 450(right),L4
L4047,3883642,Electrical Fixtures,FOR LSS UPS,Frame_Socket,L4
L4052,3883199,Electrical Fixtures,FOR LSS UPS,Frame_Socket,L4
L4055,1649021,Electrical Fixtures,Normal x2,Frame_Socket,L4
L4060,1604815,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,L4
L4060,1604877,Lighting Fixtures,Emergency LENS LF3 (CD),Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,L4
L4060,1624627,Lighting Fixtures,Exit,EXIT Base_Ceiling_Wall_R18,L4
L4060,1624629,Lighting Fixtures,Exit,EXIT Base_Ceiling_Wall_R18,L4
L4060,3998534,Electrical Fixtures,Type 2,Frame_Socket,L4
L4060,3998598,Electrical Fixtures,Type 2,Frame_Socket,L4
L4060,3998929,Electrical Fixtures,1 AC,Frame_Socket,L4
L4060,1693371,Mechanical Equipment,AWSQ 2000,AWSQ 2000(right),L4
L4065,1648254,Electrical Equipment,100mmx46mm,M_Circuit Breaker Switchboard,L4
L4065,1652473,Electrical Equipment,400mmx250mmx600h,M_Transformer Switchboard,L4
L4065,1652601,Electrical Equipment,400mmx250mmx600h,M_Transformer Switchboard,L4
L4065,1695443,Electrical Fixtures,1 AC GEN,Frame_Socket,L4
L4065,1695445,Electrical Fixtures,1 AC GEN,Frame_Socket,L4
L4065,4325791,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,L4
L4065,4325843,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,L4
L4065,9529820,Mechanical Equipment,AWV 1200,AWV 1200,L4
L4065,9529822,Mechanical Equipment,AWV 1200,AWV 1200,L4
L4071,1649003,Electrical Fixtures,Normal x1 WP,Frame_Socket,L4
L4071,3883779,Electrical Fixtures,Type 2,Frame_Socket,L4
L4071,3883839,Electrical Fixtures,Type 2,Frame_Socket,L4
L4071,3883861,Electrical Fixtures,Type 2,Frame_Socket,L4
L4071,3883879,Electrical Fixtures,Type 2,Frame_Socket,L4
L4071,3883959,Electrical Fixtures,Type 2,Frame_Socket,L4
L4072,1649005,Electrical Fixtures,Normal x1 WP,Frame_Socket,L4
L4072,3884011,Electrical Fixtures,Type 2,Frame_Socket,L4
L4072,3884028,Electrical Fixtures,Type 2,Frame_Socket,L4
L4072,3884077,Electrical Fixtures,Type 2,Frame_Socket,L4
L4072,3884128,Electrical Fixtures,Type 2,Frame_Socket,L4
L4073,3885870,Electrical Fixtures,W,M_Junction Boxes - W,L4
L4077,1651514,Electrical Equipment,60x160x210 UPS,Yani_Circuit breaker_SwitchBoard,L4
L4077,4325747,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,L4
L4078,1442843,Electrical Equipment,1000A,M_Disconnect Switches,L4
L4078,1443152,Electrical Equipment,1000A,M_Disconnect Switches,L4
L4078,1651510,Electrical Equipment,60x240x210,Yani_Circuit breaker_SwitchBoard,L4
L4078,1651511,Electrical Equipment,60x240x210  GEN,Yani_Circuit breaker_SwitchBoard,L4
L4078,4325598,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,L4
L4078,4325710,Electrical Fixtures,xשקע תקשורת 2,SOCKETS1,L4
L4080,3883427,Electrical Fixtures,FOR LSS UPS,Frame_Socket,L4
L4085,3998631,Electrical Fixtures,Type 2,Frame_Socket,L4
L4088,1648199,Electrical Fixtures,D-18 (Conference Rooms)-M4,M4,L4
L4088,3999205,Electrical Fixtures,Type 2,Frame_Socket,L4
L4088,3999207,Electrical Fixtures,Type 2,Frame_Socket,L4
L4088,3999209,Electrical Fixtures,Type 2,Frame_Socket,L4
L4090,3998606,Electrical Fixtures,Type 2,Frame_Socket,L4
L4090,3998637,Electrical Fixtures,Type 2,Frame_Socket,L4
L4095,3882907,Electrical Fixtures,FOR LSS UPS,Frame_Socket,L4
L4112,3998608,Electrical Fixtures,Type 2,Frame_Socket,L4
L4112,3998628,Electrical Fixtures,Type 2,Frame_Socket,L4
L4113,3999147,Electrical Fixtures,Type 2,Frame_Socket,L4
L4113,3999149,Electrical Fixtures,Type 2,Frame_Socket,L4
